assessment_name,category,question_id,question_text,question_explanation,option_text,option_explanation,option_score,option_recommendation
Standard ITIVA Assessment,Compliance Documentation,16,Do you have a formally documented Information Security Policy that is accessible to all employees?,Checks if your company has a written rulebook for security that outlines everyone's responsibilities for protecting company information and systems.,"Yes, it is reviewed annually, communicated to all staff, and employees are trained on it.",A mature approach that embeds security into the company culture.,2,Excellent. This demonstrates a mature security program and a strong security culture.
Standard ITIVA Assessment,Compliance Documentation,16,Do you have a formally documented Information Security Policy that is accessible to all employees?,Checks if your company has a written rulebook for security that outlines everyone's responsibilities for protecting company information and systems.,"Yes, we have a documented policy that is available to employees.",A foundational element of any security program.,1,"Good. This is a foundational governance document. To improve, schedule an annual review and a brief training session for all staff."
Standard ITIVA Assessment,Compliance Documentation,16,Do you have a formally documented Information Security Policy that is accessible to all employees?,Checks if your company has a written rulebook for security that outlines everyone's responsibilities for protecting company information and systems.,We have an informal or outdated policy.,"Better than nothing, but informal policies are inconsistently applied and hard to enforce.",0,Recommendation: Formalize your security policy and have it officially approved by management. An informal policy is not enforceable.
Standard ITIVA Assessment,Compliance Documentation,16,Do you have a formally documented Information Security Policy that is accessible to all employees?,Checks if your company has a written rulebook for security that outlines everyone's responsibilities for protecting company information and systems.,I don't know.,Indicates a lack of governance and a reactive approach to security.,-1,High Priority: Develop a formal Information Security Policy. It is the central document that outlines your organization's commitment and rules for security.
Standard ITIVA Assessment,Compliance Documentation,16,Do you have a formally documented Information Security Policy that is accessible to all employees?,Checks if your company has a written rulebook for security that outlines everyone's responsibilities for protecting company information and systems.,"No, we do not have a documented policy.",A fundamental failure in governance. There are no defined rules for security.,-2,Critical: Develop and document an Information Security Policy as a top priority. This is the foundation of a structured security program.
Standard ITIVA Assessment,Compliance Documentation,17,Is there a clear Data Protection Policy that outlines how sensitive data is handled?,"Determines if you have a formal document explaining how your company protects sensitive customer and employee data, in line with privacy laws like GDPR or NDPR.","Yes, it's aligned with regulations (like GDPR/NDPR), defines data types, and dictates handling procedures.",Best practice for ensuring both compliance and a clear understanding of data handling responsibilities.,2,Excellent. This proactive approach to data protection and compliance is a sign of a mature organization.
Standard ITIVA Assessment,Compliance Documentation,17,Is there a clear Data Protection Policy that outlines how sensitive data is handled?,"Determines if you have a formal document explaining how your company protects sensitive customer and employee data, in line with privacy laws like GDPR or NDPR.","Yes, we have a basic document outlining data privacy.",A good first step towards formalizing data protection.,1,"Good. This is a necessary document. To improve, align it with a specific framework like the NDPR and communicate it to staff."
Standard ITIVA Assessment,Compliance Documentation,17,Is there a clear Data Protection Policy that outlines how sensitive data is handled?,"Determines if you have a formal document explaining how your company protects sensitive customer and employee data, in line with privacy laws like GDPR or NDPR.",We handle it based on common sense but have no formal policy.,Inconsistent and subjective data handling leads to mistakes and potential breaches.,-1,High Priority: Formalize your data handling rules into a Data Protection Policy. Unwritten rules lead to inconsistencies and potential breaches.
Standard ITIVA Assessment,Compliance Documentation,17,Is there a clear Data Protection Policy that outlines how sensitive data is handled?,"Determines if you have a formal document explaining how your company protects sensitive customer and employee data, in line with privacy laws like GDPR or NDPR.",I don't know.,"A significant governance gap, especially if handling customer data.",-1,"High Priority: If you handle any personal data, you must understand your legal obligations. Research data protection regulations like the NDPR and create a policy."
Standard ITIVA Assessment,Compliance Documentation,17,Is there a clear Data Protection Policy that outlines how sensitive data is handled?,"Determines if you have a formal document explaining how your company protects sensitive customer and employee data, in line with privacy laws like GDPR or NDPR.","No, we have no formal policy on data protection.","A critical compliance and security risk, showing a disregard for data privacy.",-2,Critical: Create a Data Protection Policy immediately. Handling customer or employee data without a policy is a major legal and security risk.
Standard ITIVA Assessment,Compliance Documentation,18,Have you established an Incident Response Plan to guide your actions in the event of a security breach?,"Asks if you have a step-by-step guide ready for what to do if your company gets hacked, to ensure a quick and organized response to minimize damage.","Yes, it is documented, contains key contacts, and we test it with drills at least annually.","The gold standard. A tested plan ensures an effective, coordinated response during a crisis.",2,Excellent. A tested plan is a plan that will work in a real crisis. This is best practice.
Standard ITIVA Assessment,Compliance Documentation,18,Have you established an Incident Response Plan to guide your actions in the event of a security breach?,"Asks if you have a step-by-step guide ready for what to do if your company gets hacked, to ensure a quick and organized response to minimize damage.","Yes, we have a documented plan outlining the steps to take.","A necessary component of security management, providing a roadmap for crisis.",1,"Good. Having a documented plan is a critical piece of preparedness. To improve, schedule a simple tabletop drill to test it."
Standard ITIVA Assessment,Compliance Documentation,18,Have you established an Incident Response Plan to guide your actions in the event of a security breach?,"Asks if you have a step-by-step guide ready for what to do if your company gets hacked, to ensure a quick and organized response to minimize damage.",We have some informal notes or an idea of who to call.,"An informal plan will fail under the pressure of a real incident, leading to chaos and increased damage.",-1,High Priority: Formalize your notes into a structured Incident Response Plan. An informal plan will fall apart under pressure.
Standard ITIVA Assessment,Compliance Documentation,18,Have you established an Incident Response Plan to guide your actions in the event of a security breach?,"Asks if you have a step-by-step guide ready for what to do if your company gets hacked, to ensure a quick and organized response to minimize damage.",I don't know what an Incident Response Plan is.,Indicates a lack of preparedness for the most basic security inevitabilities.,-1,Critical: Research and create an Incident Response Plan. It is a simple document outlining who to call and what steps to take when a breach occurs.
Standard ITIVA Assessment,Compliance Documentation,18,Have you established an Incident Response Plan to guide your actions in the event of a security breach?,"Asks if you have a step-by-step guide ready for what to do if your company gets hacked, to ensure a quick and organized response to minimize damage.","No, we have no plan for security incidents.",A critical failure. The damage from a breach will be significantly worse without a plan.,-2,"Critical: Develop an Incident Response Plan immediately. In the event of a breach, having a plan can significantly reduce costs and reputational damage."
Standard ITIVA Assessment,Compliance Documentation,19,Is there a defined policy for employee password complexity and regular updates?,"Checks if you have official rules that force employees to create strong passwords and update them periodically, making it harder for accounts to be compromised.","Yes, it's enforced via system settings and requires MFA, length, complexity, and rotation.",A mature and proactive approach to enforcing strong authentication.,2,Excellent. Enforcing strong password policies through technical controls is the most effective method.
Standard ITIVA Assessment,Compliance Documentation,19,Is there a defined policy for employee password complexity and regular updates?,"Checks if you have official rules that force employees to create strong passwords and update them periodically, making it harder for accounts to be compromised.","Yes, we have a written policy that encourages strong passwords.",A good practice that sets clear expectations for employees.,1,"Good. This sets a clear expectation. To improve, find ways to technically enforce the policy through your systems."
Standard ITIVA Assessment,Compliance Documentation,19,Is there a defined policy for employee password complexity and regular updates?,"Checks if you have official rules that force employees to create strong passwords and update them periodically, making it harder for accounts to be compromised.",We just tell our employees to use 'strong' passwords.,"Offers guidance but no enforcement, resulting in inconsistent password strength.",0,"High Priority: Create a formal, written password policy that specifies minimum length, complexity, and other requirements."
Standard ITIVA Assessment,Compliance Documentation,19,Is there a defined policy for employee password complexity and regular updates?,"Checks if you have official rules that force employees to create strong passwords and update them periodically, making it harder for accounts to be compromised.",We have no policy regarding passwords.,"A significant risk, leading to widespread use of weak, easily compromised passwords.",-2,"Critical: Implement a formal password policy immediately. Without one, employees will default to simple, reusable passwords."
Standard ITIVA Assessment,Compliance Documentation,19,Is there a defined policy for employee password complexity and regular updates?,"Checks if you have official rules that force employees to create strong passwords and update them periodically, making it harder for accounts to be compromised.",I don't know.,Lack of a policy implies a lack of basic security governance.,-1,"High Priority: Establish and communicate a formal password policy. It's a simple, low-cost way to dramatically improve your security posture."
Standard ITIVA Assessment,Compliance Documentation,20,Do you have an Acceptable Use Policy that details the permissible use of company IT resources?,"Determines if you have a document that employees must agree to, outlining the rules for using company computers, internet, and email appropriately and securely.","Yes, all employees read and sign it as part of their onboarding.",Ensures that employees are aware of their responsibilities and the organization has legal recourse.,2,Excellent. This ensures awareness and accountability across the organization.
Standard ITIVA Assessment,Compliance Documentation,20,Do you have an Acceptable Use Policy that details the permissible use of company IT resources?,"Determines if you have a document that employees must agree to, outlining the rules for using company computers, internet, and email appropriately and securely.","Yes, we have one documented and available.",A foundational governance document.,1,Good. This is a foundational IT governance document. Ensure new employees are made aware of it.
Standard ITIVA Assessment,Compliance Documentation,20,Do you have an Acceptable Use Policy that details the permissible use of company IT resources?,"Determines if you have a document that employees must agree to, outlining the rules for using company computers, internet, and email appropriately and securely.",It's an unwritten rule that people generally understand.,Unwritten rules are not enforceable and lead to inconsistent behavior.,0,High Priority: Formalize these rules into a written Acceptable Use Policy (AUP). This protects both the company and the employee.
Standard ITIVA Assessment,Compliance Documentation,20,Do you have an Acceptable Use Policy that details the permissible use of company IT resources?,"Determines if you have a document that employees must agree to, outlining the rules for using company computers, internet, and email appropriately and securely.","No, there are no rules on how employees use company tech.",A significant risk that can lead to misuse of assets and internal threats.,-2,Critical: Create and implement an Acceptable Use Policy. This is a critical document for protecting company assets.
Standard ITIVA Assessment,Compliance Documentation,20,Do you have an Acceptable Use Policy that details the permissible use of company IT resources?,"Determines if you have a document that employees must agree to, outlining the rules for using company computers, internet, and email appropriately and securely.",I don't know.,Indicates a lack of basic IT governance.,-1,High Priority: Develop an Acceptable Use Policy (AUP). This document defines how employees can use company technology.
Standard ITIVA Assessment,Compliance Documentation,21,"Are your data handling and privacy practices compliant with relevant regulations (e.g., GDPR, NDPR)?","Checks if your company's methods for collecting and storing personal data follow the legal requirements of data protection laws, like Nigeria's NDPR, to avoid fines.","Yes, we have had a formal audit or review to ensure full compliance.",Demonstrates due diligence and a proactive stance on compliance.,2,Excellent. This demonstrates a proactive and mature approach to managing compliance risk.
Standard ITIVA Assessment,Compliance Documentation,21,"Are your data handling and privacy practices compliant with relevant regulations (e.g., GDPR, NDPR)?","Checks if your company's methods for collecting and storing personal data follow the legal requirements of data protection laws, like Nigeria's NDPR, to avoid fines.","Yes, we have reviewed the regulations and believe we are compliant.","A good faith effort, but may contain gaps without a formal review.",1,"Good. This is a positive step. To improve, consider a third-party gap assessment to get an objective view of your compliance status."
Standard ITIVA Assessment,Compliance Documentation,21,"Are your data handling and privacy practices compliant with relevant regulations (e.g., GDPR, NDPR)?","Checks if your company's methods for collecting and storing personal data follow the legal requirements of data protection laws, like Nigeria's NDPR, to avoid fines.",We are aware of the regulations but have not taken formal steps.,Awareness without action is a significant legal and financial risk.,-1,"High Priority: Take formal steps to meet your compliance obligations (e.g., NDPR). This may include appointing a Data Protection Officer (DPO)."
Standard ITIVA Assessment,Compliance Documentation,21,"Are your data handling and privacy practices compliant with relevant regulations (e.g., GDPR, NDPR)?","Checks if your company's methods for collecting and storing personal data follow the legal requirements of data protection laws, like Nigeria's NDPR, to avoid fines.",We are not aware of any regulations that apply to us.,Willful ignorance is not a defense and represents a major compliance risk.,-2,Critical: You must identify and comply with all relevant data privacy laws. Ignorance can lead to severe penalties.
Standard ITIVA Assessment,Compliance Documentation,21,"Are your data handling and privacy practices compliant with relevant regulations (e.g., GDPR, NDPR)?","Checks if your company's methods for collecting and storing personal data follow the legal requirements of data protection laws, like Nigeria's NDPR, to avoid fines.",I don't know.,"A significant risk, as non-compliance can lead to heavy fines and reputational damage.",-1,Critical: Immediately identify the data privacy laws that apply to your business. Non-compliance can have severe financial consequences.
Standard ITIVA Assessment,Cyber Security Implementations,22,Do you use an Intrusion Detection System (IDS) or Intrusion Prevention System (IPS)?,"Asks if you have a security system that acts like a burglar alarm for your network, watching for suspicious activity and either alerting you or automatically blocking it.","Yes, we have a managed IDS/IPS that is monitored and alerts our security team.",A proactive security measure that allows for rapid detection and response to threats.,2,"Excellent. A monitored IDS/IPS provides powerful, real-time insight into network threats."
Standard ITIVA Assessment,Cyber Security Implementations,22,Do you use an Intrusion Detection System (IDS) or Intrusion Prevention System (IPS)?,"Asks if you have a security system that acts like a burglar alarm for your network, watching for suspicious activity and either alerting you or automatically blocking it.","Yes, we have an IDS/IPS device or software running.",A good security control that provides visibility into network threats.,1,Good. You have the right technology in place. Ensure you have a process for regularly reviewing its logs and alerts.
Standard ITIVA Assessment,Cyber Security Implementations,22,Do you use an Intrusion Detection System (IDS) or Intrusion Prevention System (IPS)?,"Asks if you have a security system that acts like a burglar alarm for your network, watching for suspicious activity and either alerting you or automatically blocking it.",We are planning to implement one.,Awareness without implementation provides no security benefit.,0,Recommendation: Consider implementing an IDS/IPS as your organization matures. Many modern firewalls have this functionality built-in.
Standard ITIVA Assessment,Cyber Security Implementations,22,Do you use an Intrusion Detection System (IDS) or Intrusion Prevention System (IPS)?,"Asks if you have a security system that acts like a burglar alarm for your network, watching for suspicious activity and either alerting you or automatically blocking it.",I don't know what an IDS/IPS is.,Indicates a lack of knowledge about modern network security technologies.,-1,Recommendation: Research Intrusion Detection/Prevention Systems. They act like a burglar alarm for your network.
Standard ITIVA Assessment,Cyber Security Implementations,22,Do you use an Intrusion Detection System (IDS) or Intrusion Prevention System (IPS)?,"Asks if you have a security system that acts like a burglar alarm for your network, watching for suspicious activity and either alerting you or automatically blocking it.","No, we do not use IDS or IPS.",The network is blind to active threats and ongoing attacks.,-2,"Recommendation: For improved threat visibility, investigate adding IDS/IPS capabilities to your security infrastructure."
Standard ITIVA Assessment,Cyber Security Implementations,23,Have you implemented a Security Information and Event Management (SIEM) system?,"Checks if you collect all security-related logs from your various systems into one central place for analysis, helping you spot trends and detect complex attacks.","Yes, we have a SIEM that aggregates logs from all critical systems and has rules for threat detection.","The best practice for security visibility, enabling rapid threat detection and investigation.",2,Excellent. A well-configured SIEM is a sign of a mature security operations program.
Standard ITIVA Assessment,Cyber Security Implementations,23,Have you implemented a Security Information and Event Management (SIEM) system?,"Checks if you collect all security-related logs from your various systems into one central place for analysis, helping you spot trends and detect complex attacks.","Yes, we collect logs from some systems but analysis is manual and infrequent.","A good start, but manual analysis is not scalable or effective for real-time threat detection.",1,"Good. Centralizing logs is a great first step. To improve, investigate SIEM tools to automate log analysis."
Standard ITIVA Assessment,Cyber Security Implementations,23,Have you implemented a Security Information and Event Management (SIEM) system?,"Checks if you collect all security-related logs from your various systems into one central place for analysis, helping you spot trends and detect complex attacks.",We keep logs on individual devices but do not centralize them.,"Useless for incident response, as correlating events across devices is nearly impossible.",-1,"High Priority: Implement a centralized logging solution. Without it, investigating security incidents is nearly impossible."
Standard ITIVA Assessment,Cyber Security Implementations,23,Have you implemented a Security Information and Event Management (SIEM) system?,"Checks if you collect all security-related logs from your various systems into one central place for analysis, helping you spot trends and detect complex attacks.",We do not collect or review security logs.,A critical visibility gap. You cannot investigate or learn from a breach without logs.,-2,"Critical: Begin collecting security logs from your critical systems immediately. Without logs, you are blind to network activities."
Standard ITIVA Assessment,Cyber Security Implementations,23,Have you implemented a Security Information and Event Management (SIEM) system?,"Checks if you collect all security-related logs from your various systems into one central place for analysis, helping you spot trends and detect complex attacks.",I don't know what a SIEM is.,Indicates a lack of knowledge about modern security monitoring.,-1,Recommendation: Research Security Information and Event Management (SIEM). The core idea is to collect all security logs into one place.
Standard ITIVA Assessment,Cyber Security Implementations,24,Is two-factor or multi-factor authentication (2FA/MFA) required for accessing critical systems?,"Determines if you require a second form of verification, like a code from a phone app, in addition to a password for logging into important accounts.","Yes, MFA is mandatory for all users on all critical systems, including email and remote access.","The single most effective control to prevent unauthorized access, even if passwords are stolen.",2,Excellent. This is the gold standard and the single most important defense against account takeover attacks.
Standard ITIVA Assessment,Cyber Security Implementations,24,Is two-factor or multi-factor authentication (2FA/MFA) required for accessing critical systems?,"Determines if you require a second form of verification, like a code from a phone app, in addition to a password for logging into important accounts.","Yes, but it is only required for administrative or privileged accounts.",A good practice that protects the most powerful accounts.,1,Good. Protecting privileged accounts is the highest priority. Plan to expand MFA to all users.
Standard ITIVA Assessment,Cyber Security Implementations,24,Is two-factor or multi-factor authentication (2FA/MFA) required for accessing critical systems?,"Determines if you require a second form of verification, like a code from a phone app, in addition to a password for logging into important accounts.",It is available but optional for users to enable.,"Optional security is rarely used by the majority of users, providing little overall protection.",0,High Priority: Change your MFA policy from 'optional' to 'mandatory' for all users.
Standard ITIVA Assessment,Cyber Security Implementations,24,Is two-factor or multi-factor authentication (2FA/MFA) required for accessing critical systems?,"Determines if you require a second form of verification, like a code from a phone app, in addition to a password for logging into important accounts.",We only use it for one or two non-critical applications.,Provides a false sense of security while leaving all critical systems exposed.,-1,Recommendation: Re-evaluate your use of MFA. It should be applied to your most critical systems first.
Standard ITIVA Assessment,Cyber Security Implementations,24,Is two-factor or multi-factor authentication (2FA/MFA) required for accessing critical systems?,"Determines if you require a second form of verification, like a code from a phone app, in addition to a password for logging into important accounts.","No, we do not use MFA anywhere.",A critical vulnerability in today's threat landscape. It makes account takeover trivial.,-2,"Critical: Implement MFA immediately, starting with all administrative accounts. Passwords alone are no longer sufficient."
Standard ITIVA Assessment,Cyber Security Implementations,25,Is sensitive data encrypted both when it is stored (at rest) and when it is transmitted (in transit)?,"Asks if you scramble sensitive data to make it unreadable, both when it's being sent over the internet and when it's saved on your hard drives.","Yes, all sensitive data is encrypted at rest (e.g., database encryption) and in transit (SSL/TLS).",A comprehensive data protection strategy that protects data from all forms of unauthorized access.,2,Excellent. This comprehensive data protection strategy is aligned with modern best practices.
Standard ITIVA Assessment,Cyber Security Implementations,25,Is sensitive data encrypted both when it is stored (at rest) and when it is transmitted (in transit)?,"Asks if you scramble sensitive data to make it unreadable, both when it's being sent over the internet and when it's saved on your hard drives.","Data is encrypted in transit, but not while stored on our servers.","Good security, but leaves data vulnerable if a server or database is compromised.",1,High Priority: Implement encryption at rest for your sensitive data. This protects you if physical hardware is stolen.
Standard ITIVA Assessment,Cyber Security Implementations,25,Is sensitive data encrypted both when it is stored (at rest) and when it is transmitted (in transit)?,"Asks if you scramble sensitive data to make it unreadable, both when it's being sent over the internet and when it's saved on your hard drives.",Only some of our sensitive data is encrypted.,Inconsistent encryption leaves sensitive data exposed.,-1,High Priority: Conduct a data audit to identify all locations of sensitive data and ensure full encryption.
Standard ITIVA Assessment,Cyber Security Implementations,25,Is sensitive data encrypted both when it is stored (at rest) and when it is transmitted (in transit)?,"Asks if you scramble sensitive data to make it unreadable, both when it's being sent over the internet and when it's saved on your hard drives.",I don't know if or how our data is encrypted.,"A significant risk, as you cannot confirm that sensitive data is protected.",-1,Critical: You must determine if and how your sensitive data is encrypted. Assume it is not protected and investigate immediately.
Standard ITIVA Assessment,Cyber Security Implementations,25,Is sensitive data encrypted both when it is stored (at rest) and when it is transmitted (in transit)?,"Asks if you scramble sensitive data to make it unreadable, both when it's being sent over the internet and when it's saved on your hard drives.","No, we do not use encryption.",A critical flaw that exposes all sensitive data to interception and direct access.,-2,Critical: Implement encryption for all sensitive data immediately. Start with SSL/TLS for data in transit.
Standard ITIVA Assessment,Cyber Security Implementations,26,Do you conduct regular vulnerability scans or penetration tests of your IT infrastructure?,"Checks if you proactively search for security weaknesses in your systems, either through automated tools or by hiring ethical hackers to simulate an attack.","Yes, we conduct regular automated scans and an annual third-party penetration test.","A mature, proactive approach to identifying and remediating vulnerabilities.",2,Excellent. This proactive combination is the best practice for vulnerability management.
Standard ITIVA Assessment,Cyber Security Implementations,26,Do you conduct regular vulnerability scans or penetration tests of your IT infrastructure?,"Checks if you proactively search for security weaknesses in your systems, either through automated tools or by hiring ethical hackers to simulate an attack.","Yes, we perform periodic automated vulnerability scans on our network.",A good practice for proactively identifying security weaknesses.,1,"Good. This is a great proactive security measure. To mature your program, consider adding annual penetration tests."
Standard ITIVA Assessment,Cyber Security Implementations,26,Do you conduct regular vulnerability scans or penetration tests of your IT infrastructure?,"Checks if you proactively search for security weaknesses in your systems, either through automated tools or by hiring ethical hackers to simulate an attack.","We have done a scan once in the past, but not regularly.",A one-time snapshot that is now outdated and provides a false sense of security.,0,"Recommendation: Implement a regular, recurring schedule for vulnerability scans (e.g., quarterly)."
Standard ITIVA Assessment,Cyber Security Implementations,26,Do you conduct regular vulnerability scans or penetration tests of your IT infrastructure?,"Checks if you proactively search for security weaknesses in your systems, either through automated tools or by hiring ethical hackers to simulate an attack.",I don't know.,Indicates a lack of awareness of fundamental security assurance practices.,-1,High Priority: Research and conduct a vulnerability scan of your network. There are many affordable tools available.
Standard ITIVA Assessment,Cyber Security Implementations,26,Do you conduct regular vulnerability scans or penetration tests of your IT infrastructure?,"Checks if you proactively search for security weaknesses in your systems, either through automated tools or by hiring ethical hackers to simulate an attack.","No, we have never performed scans or tests.",A purely reactive security posture. You will only find vulnerabilities when they are exploited by attackers.,-2,Critical: Begin a vulnerability management program immediately. You need to find security holes before attackers do.
Standard ITIVA Assessment,Cyber Security Implementations,27,Do employees receive regular cybersecurity awareness training?,"Determines if you train your staff on how to spot and avoid security threats like phishing emails, making them a strong line of defense against cyberattacks.","Yes, all employees undergo mandatory annual training with periodic phishing simulations.",The most effective way to build a human firewall and defend against social engineering.,2,Excellent. This is the gold standard for building a security-aware culture.
Standard ITIVA Assessment,Cyber Security Implementations,27,Do employees receive regular cybersecurity awareness training?,"Determines if you train your staff on how to spot and avoid security threats like phishing emails, making them a strong line of defense against cyberattacks.","Yes, new employees receive some security training during onboarding.","A good first step, but security knowledge becomes outdated without regular reinforcement.",1,"Good. This is a solid foundation. To improve, implement annual refresher training."
Standard ITIVA Assessment,Cyber Security Implementations,27,Do employees receive regular cybersecurity awareness training?,"Determines if you train your staff on how to spot and avoid security threats like phishing emails, making them a strong line of defense against cyberattacks.",We occasionally send out an email reminder about security.,Ineffective and insufficient for creating a security-aware culture.,-1,"High Priority: Implement a formal, structured security awareness training program for all employees."
Standard ITIVA Assessment,Cyber Security Implementations,27,Do employees receive regular cybersecurity awareness training?,"Determines if you train your staff on how to spot and avoid security threats like phishing emails, making them a strong line of defense against cyberattacks.","No, we believe our employees already know how to be secure.",A dangerous assumption that ignores the fact that employees are the primary target of attackers.,-1,Critical: Immediately implement a security awareness training program. Humans are a primary target for attackers.
Standard ITIVA Assessment,Cyber Security Implementations,27,Do employees receive regular cybersecurity awareness training?,"Determines if you train your staff on how to spot and avoid security threats like phishing emails, making them a strong line of defense against cyberattacks.","No, we do not provide any security training.",A critical gap that makes the organization highly vulnerable to phishing and other social engineering attacks.,-2,Critical: Implement a security awareness training program immediately. Employees need training to spot and report threats.
Standard ITIVA Assessment,Cyber Security Implementations,28,Is there a process for securely disposing of old hardware and data?,Asks if you have a secure method for getting rid of old computers and hard drives to ensure that sensitive company data cannot be recovered from the trash.,"Yes, we have a strict policy that requires professional data destruction and/or physical destruction of drives.",A comprehensive process that ensures sensitive data does not leave the organization on old equipment.,2,Excellent. Your process ensures that data leakage from disposed assets is highly unlikely.
Standard ITIVA Assessment,Cyber Security Implementations,28,Is there a process for securely disposing of old hardware and data?,Asks if you have a secure method for getting rid of old computers and hard drives to ensure that sensitive company data cannot be recovered from the trash.,"Yes, we wipe the hard drives before disposing of old computers.",A good practice that prevents casual data recovery from disposed drives.,1,"Good. This is a solid practice. For higher security, consider using data destruction software."
Standard ITIVA Assessment,Cyber Security Implementations,28,Is there a process for securely disposing of old hardware and data?,Asks if you have a secure method for getting rid of old computers and hard drives to ensure that sensitive company data cannot be recovered from the trash.,We just delete the files before giving the hardware away.,A significant risk. Deleted files are easily recoverable with free software.,-2,Critical: Immediately change your process. 'Deleting' files does not remove them. Use secure wiping tools.
Standard ITIVA Assessment,Cyber Security Implementations,28,Is there a process for securely disposing of old hardware and data?,Asks if you have a secure method for getting rid of old computers and hard drives to ensure that sensitive company data cannot be recovered from the trash.,We throw old computers in the trash without any data wiping.,A critical data leakage risk. This is equivalent to handing your data to strangers.,-2,Critical: Stop this practice immediately. All storage devices must be securely wiped or physically destroyed.
Standard ITIVA Assessment,Cyber Security Implementations,28,Is there a process for securely disposing of old hardware and data?,Asks if you have a secure method for getting rid of old computers and hard drives to ensure that sensitive company data cannot be recovered from the trash.,I don't know what happens to old hardware.,Indicates a lack of control and a high probability of data leakage.,-1,High Priority: Establish a formal policy and process for asset disposal that includes secure data wiping.
Standard ITIVA Assessment,Cyber Security Implementations,29,Do you have a system in place for managing and applying security patches in a timely manner?,Checks if you have an organized process for regularly installing security updates on all your software and systems to fix vulnerabilities as they are discovered.,"Yes, we use an automated patch management system that applies critical patches within days.","A mature, proactive process that minimizes the window of exploitation for new vulnerabilities.",2,Excellent. An automated and rapid patch management process is a sign of mature security.
Standard ITIVA Assessment,Cyber Security Implementations,29,Do you have a system in place for managing and applying security patches in a timely manner?,Checks if you have an organized process for regularly installing security updates on all your software and systems to fix vulnerabilities as they are discovered.,"Yes, we have a manual process to check for and apply patches monthly.","A good, disciplined process, though slower than automated systems.",1,"Good. A disciplined manual process is effective. To improve, look into patch management tools."
Standard ITIVA Assessment,Cyber Security Implementations,29,Do you have a system in place for managing and applying security patches in a timely manner?,Checks if you have an organized process for regularly installing security updates on all your software and systems to fix vulnerabilities as they are discovered.,We only patch systems when we encounter a problem.,A reactive 'break-fix' approach that guarantees systems remain vulnerable for long periods.,-1,High Priority: Move from reactive to proactive patching. Waiting for problems means you're already compromised.
Standard ITIVA Assessment,Cyber Security Implementations,29,Do you have a system in place for managing and applying security patches in a timely manner?,Checks if you have an organized process for regularly installing security updates on all your software and systems to fix vulnerabilities as they are discovered.,We do not have a formal patching process.,"A critical failure in security maintenance, leading to a build-up of easily exploitable vulnerabilities.",-2,Critical: Implement a formal patch management process immediately. Unpatched systems are the most common attack vector.
Standard ITIVA Assessment,Cyber Security Implementations,29,Do you have a system in place for managing and applying security patches in a timely manner?,Checks if you have an organized process for regularly installing security updates on all your software and systems to fix vulnerabilities as they are discovered.,I don't know.,"A significant operational risk, as unpatched systems are a primary target for attackers.",-1,Critical: Designate a person or team responsible for applying security patches monthly.
Standard ITIVA Assessment,Cyber Security Implementations,30,Is access to sensitive data and systems restricted based on the principle of least privilege?,"Determines if employees are only given the minimum level of access to data and systems that they need to perform their job, reducing the risk of data breaches.","Yes, access rights are strictly controlled and regularly reviewed based on job roles.","The gold standard for access control, minimizing the potential impact of any single account compromise.",2,Excellent. This demonstrates a mature and effective access control program.
Standard ITIVA Assessment,Cyber Security Implementations,30,Is access to sensitive data and systems restricted based on the principle of least privilege?,"Determines if employees are only given the minimum level of access to data and systems that they need to perform their job, reducing the risk of data breaches.","Yes, we have different levels of access for different groups of employees.","A good, foundational access control model.",1,"Good. This is a foundational practice. To improve, implement periodic access reviews."
Standard ITIVA Assessment,Cyber Security Implementations,30,Is access to sensitive data and systems restricted based on the principle of least privilege?,"Determines if employees are only given the minimum level of access to data and systems that they need to perform their job, reducing the risk of data breaches.","Access is granted on request, but rarely revoked or reviewed.","Known as 'privilege creep,' this creates a massive internal attack surface over time.",-1,High Priority: Implement regular access reviews to identify and revoke unnecessary permissions.
Standard ITIVA Assessment,Cyber Security Implementations,30,Is access to sensitive data and systems restricted based on the principle of least privilege?,"Determines if employees are only given the minimum level of access to data and systems that they need to perform their job, reducing the risk of data breaches.",Most employees have access to most data.,A critical risk. A compromise of any user account could lead to a full company data breach.,-2,Critical: Immediately begin implementing the Principle of Least Privilege. Start by identifying data types and creating user roles.
Standard ITIVA Assessment,Cyber Security Implementations,30,Is access to sensitive data and systems restricted based on the principle of least privilege?,"Determines if employees are only given the minimum level of access to data and systems that they need to perform their job, reducing the risk of data breaches.",I don't know.,"Indicates a lack of basic access control, a fundamental security principle.",-1,High Priority: Research and implement the Principle of Least Privilege. Users should only have access to what they need.
